NPV_a,NPV_b,PreyDeficit,PredatorDeficit
0.4,0.0,56.39999999999999,43.4
74.6,100.0,36.0,2.8000000000000003
0.0,0.0,59.8,48.6
39.800000000000004,0.0,48.199999999999996,22.0
34.8,0.0,48.199999999999996,26.400000000000002
0.0,0.8,56.599999999999994,34.2
17.8,0.0,52.0,35.0
0.8,64.2,56.99999999999999,15.4
0.0,58.599999999999994,58.599999999999994,18.0
0.0,9.0,58.4,38.2
71.2,100.0,37.6,2.1999999999999997
0.0,0.0,59.8,50.8
0.0,0.0,59.8,49.2
32.2,0.0,50.2,29.4
37.4,0.0,47.4,25.4
89.0,100.0,14.2,0.2
0.0,0.0,58.599999999999994,43.8
0.0,100.0,62.6,14.2
14.000000000000002,0.0,51.6,38.0
0.0,60.8,59.8,32.4
24.2,0.0,50.6,31.6
14.2,0.0,51.4,35.6
26.6,62.6,50.8,12.6
51.4,0.0,44.6,16.400000000000002
0.0,37.6,57.8,31.2
49.2,0.0,45.4,17.2
21.4,0.0,50.8,25.8
54.400000000000006,0.0,42.6,18.0
0.0,16.2,60.199999999999996,47.199999999999996
3.2,0.0,55.60000000000001,42.4
0.0,0.0,57.199999999999996,44.4
57.199999999999996,3.0,42.199999999999996,11.200000000000001
2.4,0.0,53.6,32.0
0.0,100.0,67.4,12.0
0.2,100.0,59.0,9.6
0.0,11.4,59.599999999999994,43.6
35.8,22.2,48.4,16.0
0.0,0.0,59.599999999999994,44.6
82.8,97.2,24.4,3.0
3.2,0.0,54.800000000000004,39.6
40.2,0.0,48.0,22.0
71.2,11.0,35.6,6.0
0.0,0.6,57.4,38.2
72.6,3.8,33.0,6.6000000000000005
61.199999999999996,0.0,43.2,13.0
77.60000000000001,100.0,36.0,0.2
71.6,100.0,33.2,3.2
0.0,60.8,66.2,25.8
0.0,0.0,61.6,55.2
0.0,0.0,60.4,56.2
23.0,100.0,50.2,7.8
88.6,100.0,18.6,0.2
2.0,100.0,55.800000000000004,10.4
39.800000000000004,100.0,48.6,6.0
0.0,100.0,58.8,10.2
7.3999999999999995,100.0,55.00000000000001,9.6
34.599999999999994,58.199999999999996,46.6,14.6
60.8,0.0,43.4,11.600000000000001
0.0,0.6,59.199999999999996,41.4
0.4,0.0,56.599999999999994,39.800000000000004
52.6,100.0,46.6,7.000000000000001
0.0,0.0,56.99999999999999,39.6
66.60000000000001,100.0,40.400000000000006,0.2
34.4,0.0,49.8,25.0
6.0,0.0,54.400000000000006,41.0
0.8,0.0,56.2,43.0
0.0,0.0,56.8,45.4
27.0,100.0,51.6,8.799999999999999
19.0,0.0,51.4,34.4
51.4,42.199999999999996,44.0,10.2
0.0,33.4,61.8,47.599999999999994
52.6,37.8,44.4,11.0
0.0,0.0,60.0,51.6
23.799999999999997,100.0,49.4,8.6
0.0,42.0,57.199999999999996,29.4
0.0,65.2,59.199999999999996,17.599999999999998
22.6,67.4,50.0,10.0
52.800000000000004,100.0,47.4,7.3999999999999995
34.599999999999994,0.0,48.6,27.200000000000003
22.400000000000002,0.0,51.0,34.599999999999994
34.599999999999994,100.0,51.2,9.2
0.0,100.0,66.4,15.0
36.8,0.0,47.4,25.4
80.0,100.0,34.8,0.4
0.6,0.0,56.2,38.6
19.6,0.0,51.4,33.2
0.0,95.8,61.199999999999996,17.2
0.0,7.199999999999999,59.8,46.6
44.2,48.199999999999996,47.599999999999994,11.200000000000001
0.0,0.0,58.599999999999994,47.199999999999996
0.0,0.0,59.199999999999996,44.4
21.2,0.0,51.2,34.8
71.8,41.6,40.6,5.2
58.4,100.0,1.6,7.000000000000001
47.0,8.6,47.0,12.4
