NPV_a,NPV_b,PreyDeficit,PredatorDeficit
65.8,0.0,39.2,12.0
31.2,0.0,50.2,29.599999999999998
57.8,0.0,42.0,17.599999999999998
42.8,0.0,48.0,16.6
75.0,100.0,35.8,1.7999999999999998
0.0,0.0,59.599999999999994,46.800000000000004
0.0,53.6,60.0,32.0
34.2,100.0,51.800000000000004,8.799999999999999
18.2,0.0,50.8,36.6
16.8,0.0,51.4,35.6
53.800000000000004,30.2,42.8,11.200000000000001
23.200000000000003,0.0,51.0,33.0
16.2,100.0,51.4,9.6
0.4,0.0,56.599999999999994,40.400000000000006
33.6,0.0,48.199999999999996,25.6
0.0,0.0,56.8,45.800000000000004
13.4,0.0,52.400000000000006,39.0
0.0,97.8,66.4,18.6
0.0,56.39999999999999,60.0,28.000000000000004
35.4,46.6,49.4,12.6
0.0,0.0,56.99999999999999,44.2
1.4000000000000001,0.0,55.60000000000001,39.0
40.2,0.0,49.0,21.4
13.600000000000001,0.0,51.800000000000004,33.0
0.8,0.0,56.00000000000001,41.0
59.199999999999996,3.2,44.800000000000004,11.4
21.0,0.0,50.8,35.8
0.0,100.0,59.8,14.799999999999999
22.0,100.0,34.0,9.2
26.400000000000002,0.0,50.4,26.6
90.2,100.0,11.600000000000001,0.2
58.599999999999994,0.0,41.199999999999996,17.0
37.4,0.0,47.8,23.0
94.8,100.0,18.0,0.2
0.8,0.0,55.800000000000004,38.2
19.2,0.0,51.6,36.4
61.4,62.0,40.6,9.6
0.2,0.0,56.599999999999994,45.2
31.6,0.0,50.6,27.6
37.8,48.199999999999996,47.4,17.8
0.0,19.8,61.6,49.0
51.4,0.0,45.0,13.600000000000001
0.0,100.0,59.199999999999996,11.600000000000001
8.200000000000001,0.0,54.2,41.0
0.8,100.0,58.199999999999996,10.8
0.0,0.0,59.0,47.599999999999994
28.599999999999998,0.0,50.4,28.999999999999996
27.400000000000002,100.0,49.0,7.3999999999999995
0.0,0.0,58.599999999999994,48.8
2.4,0.0,55.00000000000001,39.0
0.8,48.6,56.39999999999999,24.4
0.2,0.0,56.2,36.6
4.3999999999999995,0.0,54.6,41.6
0.0,52.800000000000004,60.199999999999996,34.2
0.0,0.0,59.8,47.599999999999994
1.6,0.0,56.00000000000001,41.8
19.0,74.8,51.6,9.8
73.6,100.0,33.0,4.3999999999999995
18.2,0.0,51.6,36.199999999999996
0.0,0.0,56.8,38.800000000000004
11.600000000000001,0.0,51.6,29.4
0.0,0.0,59.8,53.2
0.0,0.0,59.8,48.199999999999996
62.2,0.0,36.8,13.4
0.0,0.0,59.599999999999994,51.800000000000004
0.0,0.0,59.8,52.2
40.8,0.0,48.199999999999996,22.6
60.4,0.0,43.6,10.4
53.400000000000006,0.0,42.6,16.6
0.0,0.0,59.599999999999994,47.4
75.0,100.0,40.0,1.4000000000000001
6.6000000000000005,0.0,54.2,39.4
0.0,0.0,57.99999999999999,45.6
73.4,100.0,43.6,1.2
82.39999999999999,100.0,24.0,3.5999999999999996
0.0,50.4,58.4,25.6
9.4,0.0,52.400000000000006,38.800000000000004
68.8,0.0,37.8,8.799999999999999
0.8,0.0,55.60000000000001,38.6
28.999999999999996,0.0,50.2,27.800000000000004
12.0,88.6,52.400000000000006,10.2
0.0,100.0,66.0,12.2
41.0,0.0,48.8,18.8
0.0,0.0,59.4,44.6
85.39999999999999,100.0,5.2,0.0
1.7999999999999998,0.0,55.800000000000004,41.0
0.0,0.0,62.2,56.00000000000001
0.0,0.0,60.4,54.0
0.0,0.0,58.8,45.800000000000004
19.8,0.0,51.6,36.6
32.800000000000004,0.0,50.0,28.599999999999998
0.0,70.8,66.0,24.2
6.2,0.0,54.800000000000004,40.8
1.2,0.0,55.60000000000001,37.4
0.0,0.0,59.8,51.0
12.2,1.0,51.800000000000004,26.400000000000002
61.0,100.0,36.8,2.4
44.800000000000004,0.0,47.0,22.2
83.6,100.0,24.4,1.2
55.60000000000001,100.0,46.800000000000004,7.000000000000001
77.60000000000001,100.0,33.4,2.0
50.2,100.0,47.199999999999996,7.3999999999999995
13.8,0.0,51.4,38.2
48.0,0.0,46.400000000000006,18.2
79.0,100.0,36.0,2.0
0.0,100.0,60.6,12.6
48.0,100.0,43.6,3.2
0.0,0.0,61.4,51.4
0.0,59.0,60.0,24.4
1.4000000000000001,44.6,55.800000000000004,26.400000000000002
12.2,100.0,52.2,9.4
15.0,100.0,54.6,8.6
28.000000000000004,4.8,50.6,20.4
55.60000000000001,100.0,46.400000000000006,6.4
13.600000000000001,72.2,52.400000000000006,12.2
69.19999999999999,36.4,33.4,9.2
14.399999999999999,0.0,51.4,32.4
0.0,0.0,58.599999999999994,45.6
0.8,0.0,56.2,44.6
0.0,100.0,62.0,11.200000000000001
57.99999999999999,24.4,44.4,8.799999999999999
0.0,0.0,61.199999999999996,53.6
86.6,93.2,21.6,0.8
4.2,0.0,54.800000000000004,39.800000000000004
4.3999999999999995,100.0,54.800000000000004,10.8
0.0,100.0,61.8,13.8
50.6,72.6,43.6,10.2
1.0,78.2,57.599999999999994,15.0
0.0,3.0,60.199999999999996,49.2
0.0,21.4,62.6,51.4
0.0,12.2,60.0,47.0
37.2,48.4,49.2,11.4
9.4,0.0,52.0,29.2
28.999999999999996,9.4,49.6,19.6
4.8,100.0,53.400000000000006,9.6
2.8000000000000003,65.0,54.6,14.6
0.0,0.0,57.4,45.0
2.4,75.6,55.400000000000006,14.799999999999999
2.0,0.0,55.800000000000004,42.6
49.2,0.0,45.4,17.2
57.599999999999994,25.6,42.8,10.6
0.0,0.0,60.4,55.800000000000004
6.2,50.2,53.0,18.2
7.6,0.0,52.400000000000006,34.2
3.2,51.2,53.6,19.400000000000002
1.6,0.0,55.400000000000006,34.2
0.0,11.799999999999999,60.0,48.0
0.0,0.0,60.199999999999996,54.800000000000004
77.8,100.0,41.4,0.4
0.0,42.199999999999996,58.599999999999994,33.4
95.39999999999999,100.0,11.4,0.0
37.4,0.0,47.199999999999996,25.4
72.6,100.0,36.8,1.6
0.0,0.0,62.4,54.2
56.599999999999994,0.0,44.800000000000004,13.4
79.60000000000001,100.0,31.0,0.6
0.0,0.0,58.199999999999996,47.4
74.8,0.8,34.0,4.8
0.0,28.599999999999998,62.2,48.6
0.0,0.0,57.8,45.4
0.0,0.0,59.8,53.0
47.4,100.0,48.4,8.6
0.0,0.0,62.2,53.400000000000006
0.0,100.0,63.800000000000004,10.4
79.80000000000001,100.0,37.2,0.8
0.8,0.0,55.800000000000004,38.800000000000004
56.00000000000001,0.0,36.8,16.400000000000002
50.2,0.0,45.4,17.8
23.400000000000002,65.8,51.6,10.4
78.4,100.0,42.4,1.7999999999999998
67.60000000000001,87.0,39.0,4.8
40.0,0.0,48.0,22.6
0.0,0.0,62.0,57.4
29.799999999999997,94.19999999999999,51.2,9.4
27.400000000000002,0.0,50.4,31.4
0.0,100.0,63.4,14.399999999999999
0.0,31.2,62.4,48.0
40.8,100.0,51.6,2.8000000000000003
22.0,0.0,51.4,33.800000000000004
0.0,0.0,58.599999999999994,44.0
0.8,0.0,56.599999999999994,44.6
0.0,21.8,60.0,45.800000000000004
31.6,0.0,50.4,28.4
47.199999999999996,0.0,46.0,20.0
0.0,0.0,61.4,57.8
7.3999999999999995,0.0,54.0,37.8
0.0,0.0,59.4,45.6
87.8,100.0,19.0,1.4000000000000001
17.0,0.0,51.800000000000004,38.2
0.0,0.0,62.2,57.8
0.8,76.0,56.99999999999999,15.2
61.0,0.0,43.4,11.0
24.4,17.2,50.4,18.6
41.4,100.0,49.6,7.8
57.99999999999999,23.599999999999998,45.0,10.0
57.599999999999994,100.0,44.6,5.6000000000000005
81.0,100.0,37.0,2.4
23.200000000000003,0.0,50.8,26.200000000000003
0.0,0.0,59.8,48.4
20.200000000000003,0.0,51.4,32.2
0.4,0.0,56.599999999999994,40.400000000000006
0.0,0.0,58.8,44.4
28.599999999999998,0.0,50.0,31.4
22.6,0.0,51.2,29.799999999999997
0.0,44.2,58.4,30.0
14.000000000000002,100.0,51.800000000000004,8.6
0.0,1.6,61.4,51.4
0.0,0.0,57.99999999999999,45.6
1.4000000000000001,100.0,57.599999999999994,11.200000000000001
75.4,10.2,33.0,5.2
26.8,0.0,50.4,32.4
53.2,57.599999999999994,43.2,7.8
0.8,0.0,56.00000000000001,43.0
0.0,13.8,61.6,51.0
25.2,0.0,50.8,32.4
31.6,0.0,50.0,27.200000000000003
0.6,54.2,57.8,22.2
14.000000000000002,100.0,54.0,9.4
81.8,100.0,28.599999999999998,1.6
43.4,100.0,51.4,5.2
0.8,0.0,55.60000000000001,39.800000000000004
20.200000000000003,56.39999999999999,51.6,14.2
5.0,0.0,55.00000000000001,40.0
0.0,0.0,60.0,54.0
0.0,27.400000000000002,59.8,43.0
3.2,0.0,54.800000000000004,38.800000000000004
86.8,100.0,17.2,0.8
13.4,0.0,51.4,35.199999999999996
88.4,100.0,17.2,0.2
0.0,0.0,57.99999999999999,46.800000000000004
82.39999999999999,23.400000000000002,34.2,1.7999999999999998
9.6,0.0,53.0,40.0
0.0,100.0,64.4,9.2
28.4,100.0,51.4,8.4
21.6,0.0,51.4,36.0
65.4,2.4,41.199999999999996,7.8
0.0,0.0,62.4,54.400000000000006
83.8,100.0,28.999999999999996,1.6
0.0,0.0,59.199999999999996,43.0
0.0,0.0,57.599999999999994,46.0
36.199999999999996,11.0,48.8,16.8
62.6,100.0,45.0,6.2
51.6,2.0,44.6,13.600000000000001
0.0,0.0,61.6,57.8
0.0,0.0,60.8,54.6
0.0,49.2,64.60000000000001,46.400000000000006
0.0,56.2,58.8,23.599999999999998
56.00000000000001,0.0,42.199999999999996,17.0
0.0,82.0,62.8,18.8
0.0,0.0,61.8,54.6
4.2,100.0,56.39999999999999,11.600000000000001
0.0,45.800000000000004,58.4,29.799999999999997
78.8,100.0,30.599999999999998,3.0
63.6,0.0,41.4,10.8
69.0,100.0,43.0,5.0
0.0,55.400000000000006,65.2,40.0
0.0,47.4,59.599999999999994,34.2
23.400000000000002,0.0,50.8,34.4
0.0,0.0,57.99999999999999,41.4
0.0,60.0,62.0,25.6
0.0,0.6,57.99999999999999,40.400000000000006
0.0,0.0,58.4,46.0
41.4,100.0,49.4,8.6
33.0,0.0,50.2,29.4
7.8,0.0,54.400000000000006,40.8
48.0,0.0,47.4,18.6
16.6,0.0,52.0,38.2
34.2,0.0,49.8,27.800000000000004
11.600000000000001,0.0,52.6,39.4
0.0,0.0,59.8,50.6
0.2,0.0,56.39999999999999,42.199999999999996
0.6,71.0,59.4,15.0
0.0,55.400000000000006,62.0,33.2
0.0,0.0,60.199999999999996,52.400000000000006
9.8,56.8,52.2,16.0
0.0,1.2,59.0,41.6
0.8,100.0,56.99999999999999,11.600000000000001
0.0,100.0,62.8,13.0
24.2,38.6,50.2,16.8
0.0,43.0,59.599999999999994,34.4
0.0,0.0,60.199999999999996,50.2
0.0,71.8,60.4,18.0
88.6,100.0,27.6,0.0
0.0,0.0,59.8,54.0
0.0,0.0,59.199999999999996,48.4
69.6,25.2,42.8,7.3999999999999995
3.0,0.0,55.00000000000001,38.0
33.800000000000004,0.0,48.8,24.0
16.2,0.0,51.6,36.6
30.2,88.4,50.6,9.8
13.0,0.0,51.800000000000004,35.0
79.2,2.0,27.200000000000003,5.2
26.6,0.0,50.0,32.800000000000004
5.2,0.0,54.800000000000004,40.8
0.8,0.0,56.2,44.2
1.0,0.0,56.2,42.8
38.800000000000004,39.6,48.0,13.200000000000001
89.60000000000001,100.0,18.0,0.2
0.0,5.0,60.4,49.4
24.2,0.0,51.2,34.2
9.6,0.0,52.6,34.0
14.000000000000002,15.6,51.4,22.6
0.0,0.0,61.0,53.6
78.8,100.0,30.4,3.4000000000000004
8.799999999999999,0.0,52.800000000000004,37.6
0.0,0.0,58.199999999999996,46.400000000000006
84.2,100.0,35.0,0.2
30.4,57.599999999999994,48.6,11.200000000000001
1.0,37.4,55.800000000000004,27.200000000000003
0.0,0.0,58.4,44.0
52.2,0.0,43.8,14.2
12.4,0.0,52.2,38.6
0.0,37.8,63.6,49.4
63.4,100.0,39.6,2.6
36.6,100.0,47.8,7.000000000000001
56.39999999999999,100.0,42.6,5.2
0.8,0.0,56.2,40.8
39.4,75.0,47.4,6.0
64.60000000000001,46.0,42.199999999999996,7.000000000000001
0.0,100.0,61.8,12.0
0.0,0.0,57.99999999999999,43.8
3.2,100.0,53.2,12.2
0.0,0.0,62.0,57.599999999999994
0.6,0.0,56.39999999999999,42.199999999999996
20.8,0.0,51.0,32.6
23.0,0.0,50.8,27.6
49.4,0.0,47.8,17.8
0.0,0.6,59.0,43.0
14.6,0.0,51.4,28.799999999999997
10.8,0.0,51.6,27.6
95.8,100.0,12.4,0.0
0.0,20.8,60.199999999999996,46.0
0.0,29.4,56.8,30.599999999999998
0.0,0.0,59.599999999999994,48.6
55.400000000000006,13.0,43.4,12.0
0.0,100.0,60.0,12.4
57.99999999999999,100.0,39.800000000000004,2.8000000000000003
0.0,0.0,62.6,55.60000000000001
0.0,0.0,58.599999999999994,45.6
1.7999999999999998,0.0,55.2,41.6
4.6,13.4,52.400000000000006,25.6
0.0,0.0,60.0,52.6
96.0,100.0,0.0,0.0
0.8,0.0,56.2,40.6
0.0,0.0,58.8,43.2
5.2,0.0,53.400000000000006,35.8
0.0,0.0,59.4,49.8
0.0,100.0,60.8,13.600000000000001
0.0,0.0,57.4,40.400000000000006
0.8,0.0,55.60000000000001,39.2
49.2,6.800000000000001,38.800000000000004,22.6
60.6,0.0,43.6,12.2
74.0,76.0,22.6,3.4000000000000004
0.0,2.0,59.8,46.2
54.400000000000006,2.1999999999999997,43.6,13.200000000000001
0.0,48.199999999999996,57.8,26.400000000000002
84.8,100.0,32.0,0.2
0.0,0.0,59.8,51.2
22.8,0.0,50.8,34.4
29.599999999999998,0.0,50.4,29.2
11.0,10.4,52.2,25.8
0.0,57.4,59.8,23.799999999999997
55.60000000000001,100.0,45.800000000000004,6.800000000000001
29.599999999999998,0.2,50.0,23.0
39.6,0.0,48.4,22.0
37.6,100.0,50.8,7.199999999999999
3.5999999999999996,100.0,56.2,10.0
80.4,100.0,27.0,1.0
6.0,100.0,55.2,9.6
39.6,0.0,47.199999999999996,24.0
0.8,0.0,56.00000000000001,42.0
57.4,1.2,44.800000000000004,12.0
0.0,0.2,59.4,46.0
0.0,22.2,62.2,50.2
0.0,0.0,61.8,56.599999999999994
1.2,0.0,55.2,32.0
0.0,0.0,56.99999999999999,41.199999999999996
26.8,0.0,50.2,31.8
0.8,0.0,56.2,41.4
4.3999999999999995,0.0,54.6,37.0
43.8,0.0,47.0,17.8
0.0,0.0,56.99999999999999,44.800000000000004
58.599999999999994,100.0,45.6,7.000000000000001
78.60000000000001,100.0,30.8,3.4000000000000004
18.0,0.0,51.2,32.2
75.4,100.0,36.4,1.7999999999999998
0.0,0.0,57.199999999999996,43.6
0.0,1.6,60.0,43.8
4.8,0.0,54.6,39.0
61.4,100.0,43.0,7.000000000000001
24.0,0.0,50.8,33.4
0.0,0.0,57.8,43.8
61.4,100.0,44.2,1.6
83.2,72.0,34.0,2.8000000000000003
90.8,100.0,3.4000000000000004,0.0
0.0,0.0,56.8,37.6
19.400000000000002,0.0,51.6,36.8
36.6,0.0,47.8,23.799999999999997
89.2,54.6,6.800000000000001,1.6
36.199999999999996,8.200000000000001,48.199999999999996,16.6
0.0,4.0,57.99999999999999,30.0
0.0,0.0,59.8,53.2
5.6000000000000005,0.0,54.0,37.4
22.0,100.0,52.0,10.2
36.6,32.2,49.2,13.8
19.2,0.0,51.4,34.0
40.2,0.0,50.0,17.2
0.0,100.0,62.2,13.4
16.8,100.0,50.4,7.000000000000001
16.400000000000002,56.39999999999999,51.2,13.4
5.4,100.0,55.400000000000006,10.2
0.8,0.0,56.00000000000001,42.6
63.4,0.4,42.0,8.799999999999999
62.8,74.4,43.2,6.800000000000001
45.0,100.0,48.4,9.0
2.0,8.4,54.400000000000006,28.199999999999996
17.0,100.0,53.800000000000004,3.4000000000000004
0.0,100.0,60.4,12.2
0.0,40.2,62.6,47.4
0.0,100.0,62.2,15.4
0.0,0.0,59.8,50.8
20.4,0.0,51.6,30.0
77.2,63.2,31.6,2.1999999999999997
0.0,0.0,57.8,43.0
0.0,0.6,59.4,44.800000000000004
47.199999999999996,1.6,46.6,14.000000000000002
56.00000000000001,0.0,45.0,14.2
0.0,0.0,58.199999999999996,45.6
0.0,0.0,56.99999999999999,38.6
0.0,0.0,57.199999999999996,42.0
0.8,100.0,57.599999999999994,11.200000000000001
0.0,0.0,59.4,48.199999999999996
0.8,0.0,56.00000000000001,40.6
1.0,47.199999999999996,56.2,24.8
0.8,0.0,56.00000000000001,43.0
33.4,0.0,48.6,27.800000000000004
37.8,37.0,49.2,13.200000000000001
0.0,100.0,59.599999999999994,15.8
93.8,100.0,19.6,0.2
0.0,0.0,59.8,50.8
57.599999999999994,7.8,44.0,11.799999999999999
52.800000000000004,39.4,43.8,11.0
2.1999999999999997,0.0,55.400000000000006,41.8
14.399999999999999,3.8,51.4,25.4
19.400000000000002,0.0,51.4,35.8
72.0,100.0,35.8,2.8000000000000003
1.2,100.0,56.99999999999999,9.8
48.6,43.4,43.8,12.0
17.599999999999998,0.0,51.4,34.599999999999994
41.4,82.6,47.199999999999996,6.6000000000000005
5.2,100.0,54.400000000000006,10.8
40.6,0.0,49.0,16.8
0.0,4.6,62.2,52.6
5.800000000000001,0.0,54.800000000000004,42.0
0.8,100.0,57.99999999999999,12.4
53.0,100.0,46.6,5.800000000000001
0.0,100.0,62.2,14.399999999999999
44.4,50.4,46.6,10.6
85.0,100.0,23.0,1.6
1.7999999999999998,0.0,55.60000000000001,40.400000000000006
33.0,0.0,49.8,27.6
67.0,8.4,39.6,6.800000000000001
0.4,0.0,56.599999999999994,39.800000000000004
0.2,100.0,59.199999999999996,8.799999999999999
0.0,100.0,60.6,10.4
0.0,0.4,56.39999999999999,35.6
0.0,0.0,60.4,51.6
0.0,8.200000000000001,59.8,46.6
0.0,0.0,60.4,54.400000000000006
20.599999999999998,0.0,51.6,36.4
0.0,57.8,64.60000000000001,31.8
0.0,100.0,59.8,13.200000000000001
0.0,4.8,60.6,50.2
0.0,18.2,60.199999999999996,42.199999999999996
0.0,0.0,59.199999999999996,46.0
12.0,0.0,52.800000000000004,40.400000000000006
7.199999999999999,0.0,55.00000000000001,41.6
0.0,0.0,58.199999999999996,47.199999999999996
0.0,100.0,58.8,10.8
0.0,0.0,57.8,42.8
6.2,100.0,54.800000000000004,8.799999999999999
28.000000000000004,100.0,51.0,7.199999999999999
0.0,0.0,60.199999999999996,51.2
54.2,38.0,42.4,10.4
39.0,0.0,47.199999999999996,25.4
26.0,0.0,50.2,32.800000000000004
24.2,0.0,50.4,28.000000000000004
39.800000000000004,0.0,47.4,22.8
70.8,100.0,35.6,3.2
0.8,0.0,55.800000000000004,41.0
39.4,0.0,47.199999999999996,24.4
36.8,0.0,48.199999999999996,25.2
0.0,41.4,60.0,39.800000000000004
0.4,100.0,60.8,9.6
0.0,0.6,57.4,38.2
0.0,0.0,59.0,43.0
35.199999999999996,0.0,48.199999999999996,26.6
0.0,0.0,59.599999999999994,51.2
96.0,100.0,3.2,0.0
0.0,100.0,50.4,8.799999999999999
90.4,100.0,21.6,0.0
1.2,0.0,55.800000000000004,35.0
0.0,73.8,60.0,20.599999999999998
0.8,0.0,56.00000000000001,41.0
15.0,8.200000000000001,51.6,23.200000000000003
9.6,0.0,52.400000000000006,39.0
0.4,0.0,56.599999999999994,43.8
0.0,0.0,59.0,46.0
69.0,88.4,35.8,6.0
21.2,0.0,51.2,35.0
4.8,0.0,55.00000000000001,40.0
31.8,100.0,47.8,1.7999999999999998
22.8,0.0,50.4,28.199999999999996
0.0,0.0,60.0,49.8
38.6,100.0,50.4,7.3999999999999995
0.0,0.0,58.599999999999994,49.0
0.8,0.0,56.00000000000001,38.800000000000004
0.0,0.0,58.8,44.4
0.0,100.0,60.8,11.0
18.4,66.60000000000001,52.6,4.8
0.8,0.0,56.2,41.199999999999996
25.2,100.0,54.2,7.199999999999999
0.0,25.6,60.8,47.8
28.799999999999997,22.0,49.6,16.6
0.0,100.0,61.0,11.200000000000001
62.2,33.4,43.2,8.0
40.2,0.0,48.4,23.200000000000003
37.2,100.0,43.8,3.0
0.0,0.0,60.4,49.0
37.6,18.6,49.0,14.6
35.4,0.0,47.8,27.0
36.4,0.0,47.599999999999994,27.0
0.0,5.800000000000001,60.4,47.8
50.2,100.0,48.0,4.3999999999999995
36.199999999999996,0.0,47.8,25.2
23.200000000000003,0.0,50.8,29.799999999999997
73.6,35.4,33.6,6.800000000000001
21.6,0.0,51.6,33.0
94.6,100.0,19.2,0.2
56.00000000000001,0.0,45.4,13.8
4.8,100.0,58.4,8.4
0.0,62.6,59.199999999999996,19.400000000000002
1.4000000000000001,46.0,56.00000000000001,25.2
0.0,0.0,57.8,43.0
2.4,0.0,53.800000000000004,30.0
13.200000000000001,0.0,52.0,33.800000000000004
0.0,92.60000000000001,66.0,19.2
58.599999999999994,10.8,40.0,9.6
2.0,100.0,57.599999999999994,9.2
0.0,99.4,60.0,17.0
0.8,0.0,55.00000000000001,33.2
19.8,0.0,51.4,36.199999999999996
0.0,0.0,58.599999999999994,47.4
35.4,56.99999999999999,48.8,11.200000000000001
90.4,100.0,6.2,0.0
0.0,0.0,57.199999999999996,45.0
0.0,0.0,59.8,50.0
60.199999999999996,100.0,48.199999999999996,2.4
42.4,39.4,46.400000000000006,11.200000000000001
63.800000000000004,100.0,42.199999999999996,5.4
92.60000000000001,100.0,20.4,0.2
0.8,0.0,56.39999999999999,45.0
9.2,0.0,51.800000000000004,31.8
46.6,100.0,42.4,2.0
75.0,100.0,36.8,5.4
69.19999999999999,100.0,38.0,4.2
10.2,0.0,52.800000000000004,40.0
0.0,0.0,60.6,54.400000000000006
79.4,100.0,40.0,0.4
0.6,0.0,56.2,37.2
5.4,0.0,54.0,38.2
30.599999999999998,0.0,49.6,29.599999999999998
6.800000000000001,0.0,54.800000000000004,40.0
71.39999999999999,100.0,36.6,0.4
0.0,0.0,59.599999999999994,41.0
93.4,100.0,16.6,0.0
0.0,0.0,59.0,46.0
0.0,100.0,64.8,10.2
88.0,100.0,10.8,0.4
4.3999999999999995,50.8,52.6,18.6
26.200000000000003,0.0,50.4,32.800000000000004
0.0,100.0,59.0,11.4
0.0,100.0,59.4,11.799999999999999
31.4,0.0,50.4,29.799999999999997
0.4,100.0,59.0,9.2
73.2,100.0,37.0,2.1999999999999997
59.4,0.0,44.4,10.0
7.3999999999999995,7.8,51.800000000000004,26.6
0.6,0.2,56.00000000000001,32.2
94.39999999999999,100.0,19.8,0.2
48.8,73.2,44.800000000000004,5.2
0.0,73.0,59.4,19.400000000000002
0.0,0.0,57.199999999999996,46.2
32.0,0.0,49.4,28.999999999999996
0.0,0.0,56.599999999999994,43.0
0.0,0.0,56.599999999999994,45.800000000000004
0.0,100.0,60.0,11.4
0.2,0.0,56.599999999999994,34.4
40.0,0.0,48.8,23.400000000000002
92.80000000000001,100.0,19.0,0.8
19.2,0.0,51.6,35.0
1.0,0.0,55.800000000000004,37.8
8.799999999999999,0.0,53.0,37.4
26.0,10.4,50.4,19.6
16.8,0.0,51.6,32.6
0.4,0.0,56.599999999999994,44.6
0.6,5.6000000000000005,56.2,33.800000000000004
0.0,0.0,59.8,50.0
0.0,0.0,58.8,47.8
49.2,6.4,46.800000000000004,12.0
60.199999999999996,20.8,38.4,7.8
21.4,11.0,50.8,20.0
0.0,0.0,57.8,44.800000000000004
0.0,0.0,59.4,45.800000000000004
0.8,0.0,55.800000000000004,37.6
89.4,100.0,9.6,1.6
19.400000000000002,0.0,51.0,34.2
52.0,0.0,45.2,19.400000000000002
27.6,1.0,50.4,23.0
16.400000000000002,0.0,51.4,37.4
40.2,0.0,47.8,21.6
88.6,82.0,5.4,2.0
0.0,23.200000000000003,59.4,40.2
28.199999999999996,0.0,50.0,31.4
0.4,0.0,56.599999999999994,39.4
0.2,0.0,56.39999999999999,35.199999999999996
26.6,13.600000000000001,49.6,18.4
57.4,100.0,46.0,7.3999999999999995
0.0,0.0,59.599999999999994,45.4
0.0,100.0,31.6,9.6
0.0,100.0,59.599999999999994,11.600000000000001
54.400000000000006,100.0,41.4,2.4
0.0,0.0,57.8,45.800000000000004
33.6,0.0,49.2,22.6
9.0,68.8,53.6,12.8
87.8,99.4,18.6,0.8
5.6000000000000005,0.0,52.800000000000004,33.4
19.8,0.0,51.4,33.6
0.8,0.0,56.39999999999999,44.800000000000004
52.6,100.0,47.0,7.8
0.6,0.0,56.599999999999994,42.4
58.4,79.2,39.0,6.0
0.0,0.0,57.199999999999996,46.6
1.0,100.0,56.39999999999999,13.200000000000001
39.800000000000004,67.2,48.8,10.0
0.0,0.0,59.4,45.800000000000004
32.0,66.4,48.0,9.0
0.0,0.0,59.599999999999994,45.6
4.2,0.0,55.00000000000001,42.199999999999996
9.8,0.0,53.0,38.6
83.39999999999999,100.0,31.0,2.6
0.0,54.2,60.4,33.0
16.6,100.0,51.800000000000004,8.0
68.4,7.6,39.0,7.000000000000001
0.0,26.6,61.8,49.0
90.4,100.0,21.8,0.6
40.400000000000006,0.0,48.6,21.4
0.0,0.0,58.4,48.8
47.599999999999994,0.0,46.0,16.2
65.0,97.39999999999999,42.199999999999996,6.0
0.0,0.0,58.8,41.8
48.199999999999996,0.2,45.6,15.0
40.0,1.0,48.6,17.2
3.0,0.0,55.00000000000001,39.2
8.200000000000001,0.0,53.0,37.0
79.4,100.0,31.4,1.7999999999999998
0.0,0.0,56.99999999999999,40.2
5.0,100.0,55.800000000000004,9.2
79.0,2.4,30.4,6.2
65.4,6.2,32.6,10.4
22.0,100.0,53.2,6.4
0.0,0.0,58.599999999999994,46.0
25.4,100.0,51.800000000000004,7.8
27.0,5.800000000000001,50.6,21.6
8.799999999999999,67.80000000000001,52.800000000000004,12.6
51.0,100.0,42.8,5.2
42.199999999999996,0.0,47.0,22.2
0.0,7.3999999999999995,59.599999999999994,43.6
4.0,0.0,54.400000000000006,37.0
0.0,26.0,63.800000000000004,51.4
0.0,100.0,60.6,10.2
0.4,0.0,56.2,39.6
0.0,0.0,61.4,55.2
0.0,43.2,59.599999999999994,37.0
69.19999999999999,57.8,38.2,4.2
16.0,0.0,51.6,37.6
0.8,0.0,56.00000000000001,40.8
0.0,2.4,59.8,46.2
34.0,0.0,48.8,26.8
0.0,0.0,56.99999999999999,44.4
19.400000000000002,47.8,50.4,18.2
0.0,59.0,60.199999999999996,25.8
0.0,71.39999999999999,62.2,22.6
0.8,56.8,57.199999999999996,20.4
34.599999999999994,0.0,50.4,21.6
0.0,0.0,60.0,49.8
1.0,0.0,55.60000000000001,40.8
32.0,100.0,49.8,9.2
58.4,8.4,39.0,11.4
0.0,100.0,59.4,13.200000000000001
0.0,0.8,57.599999999999994,38.800000000000004
1.7999999999999998,4.3999999999999995,53.800000000000004,30.4
33.2,0.0,49.4,28.599999999999998
18.0,0.0,51.6,36.0
49.0,100.0,45.0,5.800000000000001
40.2,0.0,47.599999999999994,25.4
59.4,100.0,43.6,6.0
0.0,100.0,66.2,10.4
32.0,0.0,50.0,23.200000000000003
21.0,0.0,52.2,33.2
2.0,0.0,55.60000000000001,41.199999999999996
40.0,0.6,48.8,16.6
71.39999999999999,100.0,39.0,1.2
0.0,0.0,56.99999999999999,44.0
58.199999999999996,28.4,44.6,8.6
80.60000000000001,100.0,38.2,0.4
2.8000000000000003,0.0,54.6,36.199999999999996
90.60000000000001,100.0,25.8,1.2
1.2,0.0,55.60000000000001,40.6
45.4,0.0,47.0,17.4
0.0,0.0,57.199999999999996,45.0
41.6,0.0,47.8,21.2
0.0,0.0,57.8,43.0
35.4,0.0,49.0,18.2
