vars,NPV_a,NPV_b,PreyDeficit,PredatorDeficit
"[0.06970821043146702, 0.9180110114334883, 0.1667020827555591, 0.5082614859928113, 0.1944254175420943, 0.7953569769829356, 0.4385395748475973, 0.39699813882621426, 0.17558865934913048, 0.3923480374603715, 0.8446311271717584, 0.7352855458303728, 0.6681767868398247, 0.45998987759782595, 0.9424283709915234, 0.6641547973428266, 0.9041664758437938, 0.6291122463413106, 0.7460490573566784, 0.7684457551197819]",2767.29902444219,196.2974477426687,0.19545429469758183,0.535076756641113
"[0.5472872150757879, 0.044431147110165936, 0.38781496004718363, 0.19244063609692752, 0.4195143777133685, 0.972961337025902, 0.9855418786756863, 0.1943934964825471, 0.7325913694319383, 0.9436614552925522, 0.7740633464381733, 0.17496276973589175, 0.16500867772836914, 0.26553451499404024, 0.0725501308017168, 0.42111453347767536, 0.5749670895692218, 0.3641172189203352, 0.765893757934213, 0.041790618363767185]",2678.4682400310103,210.85176236296738,0.19171509170215517,0.5499077673396201
"[0.9962232078425154, 0.2675273882929182, 0.054424049898376126, 0.6482903976720528, 0.9489102854958527, 0.46211939766405663, 0.4425250466512439, 0.9313023355290275, 0.9695404589241863, 0.9295248341235015, 0.7900310679894859, 0.6406863182967117, 0.6993207950527652, 0.1265626707394858, 0.9701662707842125, 0.796066524153817, 0.11223980660483202, 0.8329302381346904, 0.7857933361826823, 0.6024807475947233]",2781.3645265090354,4.02753901921248e-11,0.21985093760212063,0.22813138627007593
"[0.3167624891263273, 0.49544865851661, 0.4525957279511834, 0.2003546224151661, 0.35781139229024583, 0.9313197951048042, 0.5931331840260814, 0.19489279555097672, 0.9683053411364033, 0.817346940502171, 0.7413640125470523, 0.3024529600428211, 0.04268435453473518, 0.031179275233522374, 0.8921021929744372, 0.14848483198102946, 0.9017043086939177, 0.8620458384547716, 0.6701278333264703, 0.16410535841367246]",2540.314174946727,104.62775399065569,0.1919205020012705,0.4256731567520535
"[0.7837955595658439, 0.5285129063518567, 0.316482879733177, 0.2690015793353656, 0.568389311163079, 0.5235746059220168, 0.2730305329039665, 0.9888297401700642, 0.36518448676818605, 0.655604518488537, 0.5873966182262531, 0.6236758847165186, 0.5385444913295899, 0.5160332975276379, 0.06420760180066254, 0.3059068162338804, 0.41467356454122506, 0.6968414554010655, 0.959799758832423, 0.8514327424631832]",170.24302172956902,287.2188924468838,0.04377212626607772,0.5684051441610899
"[0.20541232072657567, 0.7365945991994628, 0.7998934771466413, 0.21152356406661843, 0.6428644845077928, 0.5830314167048277, 0.3633742997814208, 0.3556282202958836, 0.6283062805265056, 0.3073284786284327, 0.16834909967888168, 0.05507907262769274, 0.11377843519176833, 0.7457135076203335, 0.43392308601462726, 0.7144188134079104, 0.8075119846989408, 0.14623235470022977, 0.007814447905897137, 0.3661867799902637]",761.1378440109329,1.5616363906277562,0.08905870408864744,0.07764401437895084
"[0.002977007166019674, 0.26177902125686936, 0.7885663885470559, 0.4973874981119648, 0.23358439272895026, 0.05970221850392099, 0.640505203338775, 0.4383821348702832, 0.3930598741055986, 0.6566446567944177, 0.012241131711276942, 0.4963385979865481, 0.1397337546867049, 0.8183923973114621, 0.3101394387578341, 0.9038041566092532, 0.9109643686948958, 0.8245864847778609, 0.9719413039385489, 0.022178291818578666]",1510.458394521805,328.55200982991386,0.10516023817264536,0.7243565623238135
"[0.5713013954815959, 0.18103065910860394, 0.4031090021714353, 0.7464330017877536, 0.9404839253983084, 0.5101844827275606, 0.8434885135785639, 0.7445884731141201, 0.7725780543914604, 0.714468738084937, 0.528078705956754, 0.7161481502647915, 0.6417663539838395, 0.9932203955004849, 0.7379797167396023, 0.5208190260732988, 0.2971252631628749, 0.3596384220405109, 0.9343785468323565, 0.6039565467747228]",1411.6650596040022,260.09892083323484,0.10107679844760153,0.5578738851146333
"[0.44646719644477784, 0.54876572082443, 0.5656471860321901, 0.60874343640201, 0.15500657242304594, 0.043036848569026565, 0.7206208948390844, 0.7009745493052741, 0.33002679347241837, 0.3729699564991965, 0.12356480159151417, 0.47010022515560024, 0.16852332210166288, 0.093960353098827, 0.10092752857049003, 0.9563295051102905, 0.3477635266965743, 0.24913513195887582, 0.04990803584105474, 0.5739507046032787]",2680.582144330902,24.452138743032357,0.20791048786025004,0.2754231600760199
"[0.28606298088494186, 0.33421846501626107, 0.5392865307666347, 0.6492671617938547, 0.2104947947861786, 0.37407280960417877, 0.09366183705213649, 0.009836976883026871, 0.2970048252273554, 0.5715301117074326, 0.746140268261124, 0.014801098043796923, 0.05480234754980451, 0.8976859712192865, 0.5100600101126177, 0.44702518555405024, 0.7581187885892202, 0.6956182609892079, 0.3450811661457339, 0.3146656691694092]",2765.3716795345367,20.78309802325402,0.21658365567310725,0.27756025084630037
